Path,Filename,Extension,Category,SizeBytes,SizeKB,LineCount,Created,Modified
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/tabMid.png,tabMid.png,.png,Archived/Legacy,262,0.26,0,2025-12-19T02:02:56.620577,2025-12-19T02:02:56.620577
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/tabRight.png,tabRight.png,.png,Archived/Legacy,448,0.44,0,2025-12-19T02:02:56.620667,2025-12-19T02:02:56.620667
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/textEditorBorders.gif,textEditorBorders.gif,.gif,Archived/Legacy,117,0.11,0,2025-12-19T02:02:56.620768,2025-12-19T02:02:56.620768
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/textEditorBorders.png,textEditorBorders.png,.png,Archived/Legacy,3144,3.07,0,2025-12-19T02:02:56.620853,2025-12-19T02:02:56.620853
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/textEditorCorners.gif,textEditorCorners.gif,.gif,Archived/Legacy,1821,1.78,0,2025-12-19T02:02:56.620929,2025-12-19T02:02:56.620929
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/textEditorCorners.png,textEditorCorners.png,.png,Archived/Legacy,3960,3.87,0,2025-12-19T02:02:56.620986,2025-12-19T02:02:56.620986
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/titlebarMid.png,titlebarMid.png,.png,Archived/Legacy,273,0.27,0,2025-12-19T02:02:56.621044,2025-12-19T02:02:56.621044
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/toolbarMid.png,toolbarMid.png,.png,Archived/Legacy,242,0.24,0,2025-12-19T02:02:56.621107,2025-12-19T02:02:56.621107
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/tree_close.gif,tree_close.gif,.gif,Archived/Legacy,300,0.29,0,2025-12-19T02:02:56.621164,2025-12-19T02:02:56.621164
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/tree_open.gif,tree_open.gif,.gif,Archived/Legacy,202,0.2,0,2025-12-19T02:02:56.621225,2025-12-19T02:02:56.621225
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/twistyClosed.png,twistyClosed.png,.png,Archived/Legacy,334,0.33,0,2025-12-19T02:02:56.621285,2025-12-19T02:02:56.621285
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/twistyOpen.png,twistyOpen.png,.png,Archived/Legacy,309,0.3,0,2025-12-19T02:02:56.621344,2025-12-19T02:02:56.621344
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/up.png,up.png,.png,Archived/Legacy,619,0.6,0,2025-12-19T02:02:56.621397,2025-12-19T02:02:56.621397
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/upActive.png,upActive.png,.png,Archived/Legacy,551,0.54,0,2025-12-19T02:02:56.621456,2025-12-19T02:02:56.621456
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/upHover.png,upHover.png,.png,Archived/Legacy,526,0.51,0,2025-12-19T02:02:56.621508,2025-12-19T02:02:56.621508
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/warningIcon.gif,warningIcon.gif,.gif,Archived/Legacy,357,0.35,0,2025-12-19T02:02:56.621560,2025-12-19T02:02:56.621560
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/skin/xp/warningIcon.png,warningIcon.png,.png,Archived/Legacy,516,0.5,0,2025-12-19T02:02:56.621610,2025-12-19T02:02:56.621610
archive/spectrometer_benchmarks_legacy/lodash/vendor/firebug-lite/src/firebug-lite-debug.js,firebug-lite-debug.js,.js,Archived/Legacy,960048,937.55,0,2025-12-19T02:02:56.622960,2025-12-19T02:02:56.622960
archive/spectrometer_benchmarks_legacy/lodash/vendor/json-js/json2.js,json2.js,.js,Archived/Legacy,18423,17.99,0,2025-12-19T02:02:56.623423,2025-12-19T02:02:56.623423
archive/spectrometer_benchmarks_legacy/lodash/vendor/underscore/LICENSE,LICENSE,,Archived/Legacy,1117,1.09,0,2025-12-19T02:02:56.623540,2025-12-19T02:02:56.623540
archive/spectrometer_benchmarks_legacy/lodash/vendor/underscore/test/arrays.js,arrays.js,.js,Archived/Legacy,27711,27.06,0,2025-12-19T02:02:56.623673,2025-12-19T02:02:56.623673
archive/spectrometer_benchmarks_legacy/lodash/vendor/underscore/test/chaining.js,chaining.js,.js,Archived/Legacy,3462,3.38,0,2025-12-19T02:02:56.623759,2025-12-19T02:02:56.623759
archive/spectrometer_benchmarks_legacy/lodash/vendor/underscore/test/collections.js,collections.js,.js,Archived/Legacy,38786,37.88,0,2025-12-19T02:02:56.624024,2025-12-19T02:02:56.624024
archive/spectrometer_benchmarks_legacy/lodash/vendor/underscore/test/cross-document.js,cross-document.js,.js,Archived/Legacy,4623,4.51,0,2025-12-19T02:02:56.624186,2025-12-19T02:02:56.624186
archive/spectrometer_benchmarks_legacy/lodash/vendor/underscore/test/functions.js,functions.js,.js,Archived/Legacy,27053,26.42,0,2025-12-19T02:02:56.624327,2025-12-19T02:02:56.624327
archive/spectrometer_benchmarks_legacy/lodash/vendor/underscore/test/objects.js,objects.js,.js,Archived/Legacy,51223,50.02,0,2025-12-19T02:02:56.624482,2025-12-19T02:02:56.624482
archive/spectrometer_benchmarks_legacy/lodash/vendor/underscore/test/utility.js,utility.js,.js,Archived/Legacy,17135,16.73,0,2025-12-19T02:02:56.624619,2025-12-19T02:02:56.624619
archive/spectrometer_benchmarks_legacy/lodash/vendor/underscore/underscore-min.js,underscore-min.js,.js,Archived/Legacy,16449,16.06,0,2025-12-19T02:02:56.624725,2025-12-19T02:02:56.624725
archive/spectrometer_benchmarks_legacy/lodash/vendor/underscore/underscore.js,underscore.js,.js,Archived/Legacy,56125,54.81,0,2025-12-19T02:02:56.624922,2025-12-19T02:02:56.624922
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/.env.local,.env.local,.local,Archived/Legacy,35,0.03,0,2025-12-05T10:02:45.591598,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/.gitignore,.gitignore,,Archived/Legacy,253,0.25,0,2025-12-05T10:02:45.591840,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/App.tsx,App.tsx,.tsx,Archived/Legacy,24022,23.46,0,2025-12-05T10:02:45.591557,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/README.md,README.md,.md,Archived/Legacy,553,0.54,0,2025-12-05T10:02:45.591629,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/components/CodeInput.tsx,CodeInput.tsx,.tsx,Archived/Legacy,4256,4.16,0,2025-12-05T10:02:45.591794,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/components/LabScene.tsx,LabScene.tsx,.tsx,Archived/Legacy,25855,25.25,0,2025-12-05T10:02:45.591776,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/components/MermaidView.tsx,MermaidView.tsx,.tsx,Archived/Legacy,16310,15.93,0,2025-12-05T10:02:45.591759,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/components/StandardModelTable.tsx,StandardModelTable.tsx,.tsx,Archived/Legacy,22152,21.63,0,2025-12-05T10:02:45.591810,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/data.ts,data.ts,.ts,Archived/Legacy,26120,25.51,0,2025-12-05T10:02:45.591532,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/index.html,index.html,.html,Archived/Legacy,1960,1.91,0,2025-12-05T10:02:45.591579,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/index.tsx,index.tsx,.tsx,Archived/Legacy,236,0.23,0,2025-12-05T10:02:45.591472,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/metadata.json,metadata.json,.json,Archived/Legacy,288,0.28,0,2025-12-05T10:02:45.591614,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/package.json,package.json,.json,Archived/Legacy,512,0.5,0,2025-12-05T10:02:45.591855,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/tsconfig.json,tsconfig.json,.json,Archived/Legacy,542,0.53,0,2025-12-05T10:02:45.591870,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/types.ts,types.ts,.ts,Archived/Legacy,1431,1.4,0,2025-12-05T10:02:45.591668,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer-os_-standard-model-v5/vite.config.ts,vite.config.ts,.ts,Archived/Legacy,580,0.57,0,2025-12-05T10:02:45.591889,2025-12-05T12:39:02
archive/spectrometer_legacy/spectrometer_api_rest.py,spectrometer_api_rest.py,.py,Archived/Legacy,14450,14.11,0,2025-12-19T20:00:22.554545,2025-12-03T23:40:47.225025
archive/spectrometer_legacy/spectrometer_engine_universal.py,spectrometer_engine_universal.py,.py,Archived/Legacy,21710,21.2,0,2025-12-19T20:00:22.553933,2025-12-03T20:57:38.707639
archive/spectrometer_legacy/spectrometer_engine_v5_treesitter.py,spectrometer_engine_v5_treesitter.py,.py,Archived/Legacy,23482,22.93,0,2025-12-19T20:00:22.554210,2025-12-03T21:49:56.273924
archive/spectrometer_legacy/spectrometer_hadrons_engine.py,spectrometer_hadrons_engine.py,.py,Archived/Legacy,38533,37.63,0,2025-12-19T20:00:22.554381,2025-12-05T17:00:12.535614
archive/spectrometer_legacy/spectrometer_v10_discovery_simple.py,spectrometer_v10_discovery_simple.py,.py,Archived/Legacy,16114,15.74,0,2025-12-19T19:46:25.647463,2025-12-04T01:24:39.966816
archive/spectrometer_legacy/spectrometer_v10_full_circle.py,spectrometer_v10_full_circle.py,.py,Archived/Legacy,37213,36.34,0,2025-12-19T19:46:25.647520,2025-12-04T01:15:51.932125
archive/spectrometer_legacy/spectrometer_v10_haiku_investigator.py,spectrometer_v10_haiku_investigator.py,.py,Archived/Legacy,26969,26.34,0,2025-12-19T19:46:25.647671,2025-12-04T01:33:01.631142
archive/spectrometer_legacy/spectrometer_v10_strategic_discovery.py,spectrometer_v10_strategic_discovery.py,.py,Archived/Legacy,25803,25.2,0,2025-12-19T19:46:25.647726,2025-12-04T01:23:01.422378
archive/spectrometer_legacy/spectrometer_v11_external_validation.py,spectrometer_v11_external_validation.py,.py,Archived/Legacy,18364,17.93,0,2025-12-19T19:46:25.648160,2025-12-04T02:09:37.410740
archive/spectrometer_legacy/spectrometer_v11_robust.py,spectrometer_v11_robust.py,.py,Archived/Legacy,21072,20.58,0,2025-12-19T19:46:25.648391,2025-12-04T02:04:34.223006
archive/spectrometer_legacy/spectrometer_v12_universal_patterns.py,spectrometer_v12_universal_patterns.py,.py,Archived/Legacy,28623,27.95,0,2025-12-19T19:46:25.648626,2025-12-04T02:16:40.370802
archive/spectrometer_legacy/spectrometer_v2_optimized.py,spectrometer_v2_optimized.py,.py,Archived/Legacy,49428,48.27,0,2025-12-19T19:46:25.644552,2025-12-03T11:44:21.708402
archive/spectrometer_legacy/spectrometer_v3_universal.py,spectrometer_v3_universal.py,.py,Archived/Legacy,66783,65.22,0,2025-12-19T19:46:25.644932,2025-12-03T19:09:26.280067
archive/spectrometer_legacy/spectrometer_v5_demo.py,spectrometer_v5_demo.py,.py,Archived/Legacy,21121,20.63,0,2025-12-19T19:46:25.645340,2025-12-03T21:51:41.815155
archive/spectrometer_legacy/spectrometer_v6_final.py,spectrometer_v6_final.py,.py,Archived/Legacy,21044,20.55,0,2025-12-19T19:46:25.645532,2025-12-03T22:51:39.988405
archive/spectrometer_legacy/spectrometer_v6_treesitter_official.py,spectrometer_v6_treesitter_official.py,.py,Archived/Legacy,24416,23.84,0,2025-12-19T19:46:25.646033,2025-12-03T22:06:50.913968
archive/spectrometer_legacy/spectrometer_v6_working.py,spectrometer_v6_working.py,.py,Archived/Legacy,20924,20.43,0,2025-12-19T19:46:25.646190,2025-12-03T22:12:42.728050
archive/spectrometer_legacy/spectrometer_v7_final_test.py,spectrometer_v7_final_test.py,.py,Archived/Legacy,17784,17.37,0,2025-12-19T19:46:25.646365,2025-12-03T23:04:20.905943
archive/spectrometer_legacy/spectrometer_v7_golden_validator.py,spectrometer_v7_golden_validator.py,.py,Archived/Legacy,25860,25.25,0,2025-12-19T19:46:25.646423,2025-12-03T22:59:04.494797
archive/spectrometer_legacy/spectrometer_v7_haiku.py,spectrometer_v7_haiku.py,.py,Archived/Legacy,22045,21.53,0,2025-12-19T19:46:25.646482,2025-12-03T23:07:34.024517
archive/spectrometer_legacy/spectrometer_v9_fixed.py,spectrometer_v9_fixed.py,.py,Archived/Legacy,30984,30.26,0,2025-12-19T19:46:25.646884,2025-12-04T00:45:23.804989
archive/spectrometer_legacy/spectrometer_v9_raw_haiku.py,spectrometer_v9_raw_haiku.py,.py,Archived/Legacy,34345,33.54,0,2025-12-19T19:46:25.647142,2025-12-03T23:36:42.362652
archive/spectrometer_legacy/spectrometer_v9_universal.py,spectrometer_v9_universal.py,.py,Archived/Legacy,23818,23.26,0,2025-12-19T19:46:25.647307,2025-12-04T00:50:09.386683
archive/spectrometer_v7_final.zip,spectrometer_v7_final.zip,.zip,Archived/Legacy,22,0.02,0,2025-12-19T20:40:43.831614,2025-12-03T23:12:44.667082
archive/zombie_code/2026-01-18/__init__.py,__init__.py,.py,Archived/Legacy,80,0.08,0,2026-01-18T16:57:48.113983,2025-12-04T03:05:03.654068
archive/zombie_code/2026-01-18/analyze_coupling.py,analyze_coupling.py,.py,Archived/Legacy,3147,3.07,0,2026-01-18T16:57:48.118451,2025-12-18T03:45:11.341653
archive/zombie_code/2026-01-18/graph_diagnostics.py,graph_diagnostics.py,.py,Archived/Legacy,11673,11.4,0,2026-01-18T16:57:48.118909,2025-12-19T02:34:50.002876
archive/zombie_code/2026-01-18/language_loader.py,language_loader.py,.py,Archived/Legacy,3474,3.39,0,2026-01-18T16:57:48.115644,2025-12-14T10:02:29.905157
archive/zombie_code/2026-01-18/newman_runner.py,newman_runner.py,.py,Archived/Legacy,1496,1.46,0,2026-01-18T16:57:48.116073,2025-12-14T15:31:26.256838
archive/zombie_code/2026-01-18/repair_graph_edges.py,repair_graph_edges.py,.py,Archived/Legacy,4017,3.92,0,2026-01-18T16:57:48.118253,2025-12-18T18:16:41.720586
archive/zombie_code/2026-01-18/three.min.js,three.min.js,.js,Archived/Legacy,669884,654.18,0,2026-01-18T16:57:48.115030,2025-12-05T13:19:51.751273
archive/zombie_code/2026-01-18/three.module.min.js,three.module.min.js,.js,Archived/Legacy,670681,654.96,0,2026-01-18T16:57:48.115125,2025-12-05T13:20:06.053668
archive/zombie_code/2026-01-18/ts_symbol_extractor.cjs,ts_symbol_extractor.cjs,.cjs,Archived/Legacy,11859,11.58,0,2026-01-18T16:57:48.116984,2025-12-17T16:58:41.089625
archive/zombie_code/2026-01-18/update_graph_data.py,update_graph_data.py,.py,Archived/Legacy,8649,8.45,0,2026-01-18T16:57:48.117755,2025-12-18T18:16:17.475958
archive/zombie_code/dependency_analyzer.py,dependency_analyzer.py,.py,Archived/Legacy,10614,10.37,0,2026-01-18T12:02:32.075755,2025-12-14T04:44:43.175134
archive/zombie_code/particle_classifier.py,particle_classifier.py,.py,Archived/Legacy,3232,3.16,0,2026-01-18T12:02:32.074335,2025-12-04T03:03:10.052073
assets/Liabilities of AI-Driven Software Development and Guardrails in the Standard Model of Code.pdf,Liabilities of AI-Driven Software Development and Guardrails in the Standard Model of Code.pdf,.pdf,Other,156077,152.42,0,2026-01-18T23:41:21.958148,2026-01-18T14:01:20.298657
assets/PROJECT_elements_contextpack__standard-model-of-code__main__cb0b9a6__2026-01-18_1400.zip,PROJECT_elements_contextpack__standard-model-of-code__main__cb0b9a6__2026-01-18_1400.zip,.zip,Archive,22004965,21489.22,0,2026-01-18T23:41:21.957445,2026-01-18T13:59:35.789611
assets/PROJECT_elements_workspace_contextpack__2026-01-18_1400.zip,PROJECT_elements_workspace_contextpack__2026-01-18_1400.zip,.zip,Archive,6321,6.17,0,2026-01-18T23:41:21.957716,2026-01-18T14:00:20.112821
assets/project_elements_file_timestamps.csv,project_elements_file_timestamps.csv,.csv,Other,278692,272.16,0,2026-01-18T23:41:21.957967,2026-01-18T16:58:04.722429
context-management/.agent/FILTER_SYSTEM_AUDIT.md,FILTER_SYSTEM_AUDIT.md,.md,Documentation,21005,20.51,568,2026-01-19T01:54:41.557637,2026-01-18T19:13:24.891825
context-management/.agent/SET_MAPPING_IMPLEMENTATION.md,SET_MAPPING_IMPLEMENTATION.md,.md,Documentation,29970,29.27,874,2026-01-19T01:54:41.558130,2026-01-18T19:35:25.632761
context-management/.agent/UI_REFACTOR_REPORT.md,UI_REFACTOR_REPORT.md,.md,Documentation,21436,20.93,631,2026-01-19T01:54:41.558374,2026-01-18T21:47:18.732736
context-management/.agent/orientation/C1_ATOM_ENUMERATION.md,C1_ATOM_ENUMERATION.md,.md,Documentation,9540,9.32,293,2026-01-18T22:19:07.064775,2026-01-18T22:19:07.064629
context-management/.agent/orientation/C2_JSON_SCHEMA.md,C2_JSON_SCHEMA.md,.md,Documentation,17821,17.4,643,2026-01-18T22:19:07.065225,2026-01-18T22:19:07.065101
context-management/.agent/orientation/C3_TRAINING_CORPUS.md,C3_TRAINING_CORPUS.md,.md,Documentation,18725,18.29,590,2026-01-18T22:19:07.064206,2026-01-18T22:19:07.064125
context-management/.agent/orientation/CLAUDE.md,CLAUDE.md,.md,Documentation,3112,3.04,108,2026-01-16T18:27:55.691350,2026-01-16T18:27:55.691261
context-management/.agent/orientation/DOCS_README.md,DOCS_README.md,.md,Documentation,1350,1.32,41,2026-01-16T18:27:55.687119,2026-01-16T18:27:55.687036
context-management/.agent/orientation/ORIENTATION_FILES.md,ORIENTATION_FILES.md,.md,Documentation,5089,4.97,189,2026-01-16T18:27:55.707269,2026-01-16T18:27:55.707183
context-management/.agent/orientation/REPO_README.md,REPO_README.md,.md,Documentation,17151,16.75,477,2026-01-16T18:27:55.683253,2026-01-16T18:27:55.683125
context-management/.agent/orientation/ROADMAP.md,ROADMAP.md,.md,Documentation,6171,6.03,233,2026-01-16T18:27:55.703600,2026-01-16T18:27:55.703497
context-management/.agent/orientation/THEORY.md,THEORY.md,.md,Documentation,176006,171.88,4337,2026-01-18T22:19:07.068057,2026-01-18T22:19:07.067966
context-management/.agent/orientation/TOOL.md,TOOL.md,.md,Documentation,19962,19.49,721,2026-01-16T18:27:55.695323,2026-01-16T18:27:55.695227
context-management/.agent/orientation/graph.schema.json,graph.schema.json,.json,Data (JSON),6447,6.3,0,2026-01-16T18:27:55.714845,2026-01-16T18:27:55.714710
context-management/.agent/orientation/particle.schema.json,particle.schema.json,.json,Data (JSON),13597,13.28,0,2026-01-16T18:27:55.715088,2026-01-16T18:27:55.715002
context-management/.agent/workflows/publish.md,publish.md,.md,Documentation,489,0.48,28,2025-12-22T23:43:26.803904,2025-12-22T23:43:26.803904
context-management/config/analysis_sets.yaml,analysis_sets.yaml,.yaml,Config,1073,1.05,38,2026-01-18T23:44:32.776732,2026-01-18T23:44:32.776732
context-management/docs/AI_OPERATING_MANUAL.md,AI_OPERATING_MANUAL.md,.md,Documentation,2636,2.57,58,2026-01-18T23:24:59.018199,2026-01-18T23:24:59.018111
context-management/docs/ASSET_INVENTORY.md,ASSET_INVENTORY.md,.md,Documentation,3334,3.26,56,2026-01-19T00:42:42.010870,2026-01-19T00:42:42.010870
context-management/docs/COLLIDER_ARCHITECTURE.md,COLLIDER_ARCHITECTURE.md,.md,Documentation,10929,10.67,462,2026-01-18T22:19:07.040455,2026-01-18T22:19:07.040348
context-management/docs/DATA_LAYER_REFACTORING_MAP.md,DATA_LAYER_REFACTORING_MAP.md,.md,Documentation,18699,18.26,397,2026-01-18T22:19:07.046938,2026-01-18T22:19:07.046844
context-management/docs/EVAL_LOG.md,EVAL_LOG.md,.md,Documentation,895,0.87,34,2026-01-18T23:41:30.869711,2026-01-11T17:30:00.982883
context-management/docs/ORIENTATION_FILES.md,ORIENTATION_FILES.md,.md,Documentation,5089,4.97,189,2026-01-18T22:19:07.050494,2026-01-18T22:19:07.050374
context-management/docs/README.md,README.md,.md,Documentation,1350,1.32,41,2026-01-18T22:19:07.058574,2026-01-18T22:19:07.058478
context-management/docs/REPOSITORY_AUDIT_2026-01-19.md,REPOSITORY_AUDIT_2026-01-19.md,.md,Documentation,6236,6.09,189,2026-01-19T00:48:51.847723,2026-01-19T00:48:51.847723
context-management/docs/STORAGE_ARCHITECTURE.md,STORAGE_ARCHITECTURE.md,.md,Documentation,17715,17.3,793,2026-01-18T22:19:07.066695,2026-01-18T22:19:07.066595
context-management/docs/TIMELINE_ANALYSIS.md,TIMELINE_ANALYSIS.md,.md,Documentation,12931,12.63,355,2026-01-18T22:19:06.983035,2026-01-18T22:19:06.982911
context-management/docs/TOOL.md,TOOL.md,.md,Documentation,19962,19.49,721,2026-01-18T22:19:07.069694,2026-01-18T22:19:07.069609
context-management/docs/agent_school/AGENT_ANTI_PATTERNS.md,AGENT_ANTI_PATTERNS.md,.md,Documentation,11510,11.24,197,2026-01-18T22:19:06.980216,2026-01-18T22:19:06.980108
context-management/docs/agent_school/DOD.md,DOD.md,.md,Documentation,2756,2.69,139,2026-01-18T22:19:06.981266,2026-01-18T22:19:06.981179
context-management/docs/agent_school/INDEX.md,INDEX.md,.md,Documentation,2515,2.46,100,2026-01-18T22:19:06.980943,2026-01-18T22:19:06.980842
context-management/docs/agent_school/REPO_FACTS.md,REPO_FACTS.md,.md,Documentation,2436,2.38,126,2026-01-18T22:19:06.980586,2026-01-18T22:19:06.980501
context-management/docs/agent_school/WORKFLOWS.md,WORKFLOWS.md,.md,Documentation,4769,4.66,171,2026-01-18T22:19:06.979805,2026-01-18T22:19:06.979688
context-management/docs/anatomical_atlas.png,anatomical_atlas.png,.png,Asset (Image),1075390,1050.19,0,2026-01-18T22:19:06.988134,2026-01-18T22:19:06.988005
context-management/docs/archive/AUTOMATED_TASK_GENERATION.md,AUTOMATED_TASK_GENERATION.md,.md,Archived/Legacy,14752,14.41,0,2026-01-18T22:19:06.997194,2026-01-18T22:19:06.997086
context-management/docs/archive/CLEANUP_PLAN.md,CLEANUP_PLAN.md,.md,Archived/Legacy,7067,6.9,0,2026-01-18T22:19:06.990802,2026-01-18T22:19:06.990680
context-management/docs/archive/CODEBASE_INSIGHTS_REPORT.md,CODEBASE_INSIGHTS_REPORT.md,.md,Archived/Legacy,9358,9.14,0,2026-01-18T22:19:06.996419,2026-01-18T22:19:06.996277
context-management/docs/archive/END_TO_END_VERIFICATION.md,END_TO_END_VERIFICATION.md,.md,Archived/Legacy,9347,9.13,0,2026-01-18T22:19:06.991790,2026-01-18T22:19:06.991675
context-management/docs/archive/GENERATED_TASKS.md,GENERATED_TASKS.md,.md,Archived/Legacy,11150,10.89,0,2026-01-18T22:19:06.991379,2026-01-18T22:19:06.991211
context-management/docs/archive/GITHUB_ANALYSIS_PLAN.md,GITHUB_ANALYSIS_PLAN.md,.md,Archived/Legacy,15299,14.94,0,2026-01-18T22:19:06.995959,2026-01-18T22:19:06.995854
context-management/docs/archive/ROADMAP_10_OF_10.md,ROADMAP_10_OF_10.md,.md,Archived/Legacy,12284,12.0,0,2026-01-18T22:19:06.989767,2026-01-18T22:19:06.989683
context-management/docs/archive/SESSION_COMPLETION_SUMMARY.md,SESSION_COMPLETION_SUMMARY.md,.md,Archived/Legacy,18493,18.06,0,2026-01-18T22:19:06.992228,2026-01-18T22:19:06.992114
context-management/docs/archive/STANDARD_MODEL_V2_SCHEMA.json,STANDARD_MODEL_V2_SCHEMA.json,.json,Archived/Legacy,4244,4.14,0,2026-01-18T22:19:06.996799,2026-01-18T22:19:06.996695
context-management/docs/archive/legacy_schema_2025/GLOSSARY.md,GLOSSARY.md,.md,Archived/Legacy,10427,10.18,0,2026-01-18T22:19:06.994021,2026-01-18T22:19:06.993904
context-management/docs/archive/legacy_schema_2025/HIERARCHY.md,HIERARCHY.md,.md,Archived/Legacy,17098,16.7,0,2026-01-18T22:19:06.995479,2026-01-18T22:19:06.995365
context-management/docs/archive/legacy_schema_2025/README.md,README.md,.md,Archived/Legacy,1195,1.17,0,2026-01-18T22:19:06.995069,2026-01-18T22:19:06.994983
context-management/docs/archive/legacy_schema_2025/theory_v2.0.md,theory_v2.0.md,.md,Archived/Legacy,127409,124.42,0,2026-01-18T22:19:06.994741,2026-01-18T22:19:06.994612
context-management/docs/archive/legacy_schema_2025/theory_v2.md,theory_v2.md,.md,Archived/Legacy,173582,169.51,0,2026-01-18T22:19:06.993637,2026-01-18T22:19:06.993495
context-management/docs/assets/ai_architecture_vision_1767767080480.png,ai_architecture_vision_1767767080480.png,.png,Asset (Image),849817,829.9,0,2026-01-18T22:19:07.020512,2026-01-18T22:19:07.020364
context-management/docs/assets/complete_model_synthesis_1767765656068.png,complete_model_synthesis_1767765656068.png,.png,Asset (Image),798435,779.72,0,2026-01-18T22:19:07.017829,2026-01-18T22:19:07.017669
context-management/docs/assets/dual_nature_wave_particle_1767765580506.png,dual_nature_wave_particle_1767765580506.png,.png,Asset (Image),1011618,987.91,0,2026-01-18T22:19:07.011927,2026-01-18T22:19:07.011791
context-management/docs/assets/eight_lenses_radial_1767765540824.png,eight_lenses_radial_1767765540824.png,.png,Asset (Image),708892,692.28,0,2026-01-18T22:19:07.039079,2026-01-18T22:19:07.038954
context-management/docs/assets/executive_summary_1767767979604.png,executive_summary_1767767979604.png,.png,Asset (Image),729313,712.22,0,2026-01-18T22:19:07.012562,2026-01-18T22:19:07.012470
context-management/docs/assets/executive_summary_professional_1767768394248.png,executive_summary_professional_1767768394248.png,.png,Asset (Image),705786,689.24,0,2026-01-18T22:19:07.018898,2026-01-18T22:19:07.018773
context-management/docs/assets/fractal_self_similarity_1767765561649.png,fractal_self_similarity_1767765561649.png,.png,Asset (Image),594294,580.37,0,2026-01-18T22:19:07.025975,2026-01-18T22:19:07.025774
context-management/docs/assets/octahedral_atom_scientific_1767765413618.png,octahedral_atom_scientific_1767765413618.png,.png,Asset (Image),608968,594.7,0,2026-01-18T22:19:06.998615,2026-01-18T22:19:06.998528
context-management/docs/assets/octahedron_8d_windows.png,octahedron_8d_windows.png,.png,Asset (Image),721606,704.69,0,2026-01-18T22:19:07.032300,2026-01-18T22:19:07.032203
context-management/docs/assets/octahedron_8dimensions.png,octahedron_8dimensions.png,.png,Asset (Image),460826,450.03,0,2026-01-18T22:19:07.031311,2026-01-18T22:19:07.031108
context-management/docs/assets/octahedron_corner_view.png,octahedron_corner_view.png,.png,Asset (Image),527768,515.4,0,2026-01-18T22:19:07.019588,2026-01-18T22:19:07.019488
context-management/docs/assets/octahedron_side_view.png,octahedron_side_view.png,.png,Asset (Image),482131,470.83,0,2026-01-18T22:19:07.033076,2026-01-18T22:19:07.032964
context-management/docs/assets/octahedron_top_view.png,octahedron_top_view.png,.png,Asset (Image),473496,462.4,0,2026-01-18T22:19:07.014257,2026-01-18T22:19:07.014144
context-management/docs/assets/periodic_table_200_complete.png,periodic_table_200_complete.png,.png,Asset (Image),858870,838.74,0,2026-01-18T22:19:07.036297,2026-01-18T22:19:07.036158
